Stkcd,Accper,AudOp,EmotionTone1,EmotionTone2,ROA,PS(TTM),ROE(C),CR,QR,WC/TA,WC/S,EBIT/TA,EBITDA/TA,CF/TA,CF/S,CF/TL,EBIT/S,EBITDA/S,RE/TA,S/TA,QA/S,CL/TA,LTL/TA,TL/TA,I/WC,LTL/CA,lnTA,lnS,FA/TA,E/TA,CL/TL,GDPGrowthRate,PerCptGDPGrowthRate,GDP,PerCapitaGDP,Population,PopGrowthRate,UrbanPopRatio,CPI,LongTermRating,RatingChange
000002,2012,0.0,0.0359,0.4135,0.0554724160557738,1.079122,0.208875,1.3961773373905135,0.2857060131024692,0.2717521956811035,0.9982924658291518,0.057642157427036,0.058124259450634,0.0098361736704281,0.0361335739833297,0.0125932437992814,0.2117507508240138,0.2135217717230816,0.1153774118425128,0.2722170155370193,0.719925481353668,0.6859357414814375,0.0951317759273278,0.7810675174087653,2.478761317740479,0.0993348378274309,26.660278461911783,25.359122782350585,0.0042562046677103,0.2168369714362411,0.8782028777192876,7.9,7.3258,15331823.8261,11145.7523,1350695,0.4872,51.889,108.3189,AAA,0.0
000002,2013,0.0,0.027,0.3739,0.0506282739315581,0.65316,0.195093,1.3439259480881558,0.2500888927479625,0.2360673962586377,0.8353696860472491,0.0525510153338,0.0529250418551342,0.0040147068398082,0.0142068089261591,0.0051577790834139,0.1859618307170381,0.1872853951848648,0.1186178362341213,0.2825903312049147,0.6074466930457358,0.68639018826846,0.0919887951816967,0.7783789834501567,2.9271509066558483,0.0997214362206748,26.89539499280644,25.631637969777163,0.0044443743818343,0.2200297413864424,0.8818200425017164,7.8,7.2361,16788029.5049,11951.2488,1357380,0.4937,53.168,111.158,AAA,0.0
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA,0.0
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA,0.0
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA,0.0
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA,0.0
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA,0.0
000002,2015,0.0,0.0302,0.4031,0.054184553353977,1.380681,0.205782,1.3022472904253075,0.3315118480554271,0.2076942083281923,0.6492616406536323,0.0560781972594377,0.0572491631956636,0.0262492017603763,0.0820562110902003,0.0339306608710179,0.1753030219312976,0.178963515264372,0.1319600944047762,0.3198929296348078,0.7121252470508899,0.6871664855487541,0.0864465560645121,0.7736130416132664,2.899452897362813,0.0966033670447475,27.13884642332384,25.999077489254887,0.0080443559888192,0.2229847957777171,0.8882560771154537,6.9,6.3862,17796747.0392,12978.7686,1371220,0.5081,55.5,114.9221,AAA,0.0
000002,2015,0.0,0.0302,0.4031,0.054184553353977,1.380681,0.205782,1.3022472904253075,0.3315118480554271,0.2076942083281923,0.6492616406536323,0.0560781972594377,0.0572491631956636,0.0262492017603763,0.0820562110902003,0.0339306608710179,0.1753030219312976,0.178963515264372,0.1319600944047762,0.3198929296348078,0.7121252470508899,0.6871664855487541,0.0864465560645121,0.7736130416132664,2.899452897362813,0.0966033670447475,27.13884642332384,25.999077489254887,0.0080443559888192,0.2229847957777171,0.8882560771154537,6.9,6.3862,17796747.0392,12978.7686,1371220,0.5081,55.5,114.9221,AAA,0.0
000002,2016,0.0,0.0282,0.351,0.0469784400956784,0.943352,0.190279,1.2436160540615877,0.3511587637172861,0.1700991074740569,0.5875688867601765,0.0491717198015131,0.0505544906633096,0.0476313437427868,0.1645317017439908,0.0594520822673474,0.1698525823732784,0.1746290515033947,0.1128493410124089,0.2894964510663156,0.8469473190846625,0.6982261827090221,0.10294581877943,0.8011720014884521,3.307653571461513,0.1185567435882522,27.445503513927846,26.205891273045328,0.0081991145980149,0.1946329482375925,0.8715059705179752,6.7,6.2157,18712096.1367,13572.62,1378665,0.5415,56.736,117.2206,AAA,0.0
