Stkcd,Accper,AudOp,EmotionTone1,EmotionTone2,ROA,PS(TTM),ROE(C),CR,QR,WC/TA,WC/S,EBIT/TA,EBITDA/TA,CF/TA,CF/S,CF/TL,EBIT/S,EBITDA/S,RE/TA,S/TA,QA/S,CL/TA,LTL/TA,TL/TA,I/WC,LTL/CA,lnTA,lnS,FA/TA,E/TA,CL/TL,GDPGrowthRate,PerCptGDPGrowthRate,GDP,PerCapitaGDP,Population,PopGrowthRate,UrbanPopRatio,CPI,LongTermRating
000002,2010,0.0,0.0394,0.4228,0.0551614744841429,1.782168,0.176802,1.5851868687104285,0.4191973690443147,0.3518401136072281,1.4960398105172077,0.0577124912663154,0.0581576343134082,0.0103750735128384,0.0441152739894128,0.0139599491753483,0.2453960795241192,0.2472888475572982,0.111566795507135,0.2351809832424116,1.0716849370464907,0.6012440340340777,0.1419587801394606,0.7432028141735383,1.757395047508671,0.1489467435701038,26.096864834014443,24.64946491422678,0.0056557029034077,0.2531386541976826,0.8089905239428854,10.6,10.0093,12484967.8205,9525.8191,1337705,0.483,49.226,100.0,AAA
000002,2011,0.0,0.0288,0.3399,0.0532166358784065,1.144206,0.189507,1.4081346979419989,0.2699971052692447,0.2765704263241758,1.1412560088239188,0.0550818045471114,0.0554648043050808,0.0114427008615154,0.0472178146049218,0.0148955237050086,0.2272927053399874,0.2288731374236707,0.110001406043543,0.2423386375938434,0.754985597420045,0.6776449728944144,0.0905523116138044,0.7681972845082189,2.543080441326342,0.0948971392496474,26.41432923273624,24.99691003066268,0.0053876342409017,0.2290027203146151,0.8821236244387745,9.5,8.9147,13957939.6417,10384.3673,1344130,0.4792,50.573,105.5539,AAA
000002,2012,0.0,0.0359,0.4135,0.0554724160557738,1.079122,0.208875,1.3961773373905135,0.2857060131024692,0.2717521956811035,0.9982924658291518,0.057642157427036,0.058124259450634,0.0098361736704281,0.0361335739833297,0.0125932437992814,0.2117507508240138,0.2135217717230816,0.1153774118425128,0.2722170155370193,0.719925481353668,0.6859357414814375,0.0951317759273278,0.7810675174087653,2.478761317740479,0.0993348378274309,26.660278461911783,25.359122782350585,0.0042562046677103,0.2168369714362411,0.8782028777192876,7.9,7.3258,15331823.8261,11145.7523,1350695,0.4872,51.889,108.3189,AAA
000002,2013,0.0,0.027,0.3739,0.0506282739315581,0.65316,0.195093,1.3439259480881558,0.2500888927479625,0.2360673962586377,0.8353696860472491,0.0525510153338,0.0529250418551342,0.0040147068398082,0.0142068089261591,0.0051577790834139,0.1859618307170381,0.1872853951848648,0.1186178362341213,0.2825903312049147,0.6074466930457358,0.68639018826846,0.0919887951816967,0.7783789834501567,2.9271509066558483,0.0997214362206748,26.89539499280644,25.631637969777163,0.0044443743818343,0.2200297413864424,0.8818200425017164,7.8,7.2361,16788029.5049,11951.2488,1357380,0.4937,53.168,111.158,AAA
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA
000002,2014,0.0,0.0239,0.3124,0.0491324325194952,1.048046,0.174285,1.3447136610749262,0.3403582277506625,0.2343619483581226,0.8139441950164006,0.0509298915548788,0.0520095431514397,0.0820694346210616,0.2850289493071452,0.1064943907567405,0.1768806321773853,0.1806302858895913,0.1338915090409448,0.2879336811946921,0.8036600662702095,0.6798742690594505,0.0907713399522809,0.7706456090117314,2.66657100022554,0.0992865281673932,26.95455159762336,25.70952649863058,0.004540346008091,0.227953621343954,0.8822139010579906,7.3,6.7577,18335662.7989,12758.6487,1364270,0.5063,54.41,113.2941,AAA
000002,2015,0.0,0.0302,0.4031,0.054184553353977,1.380681,0.205782,1.3022472904253075,0.3315118480554271,0.2076942083281923,0.6492616406536323,0.0560781972594377,0.0572491631956636,0.0262492017603763,0.0820562110902003,0.0339306608710179,0.1753030219312976,0.178963515264372,0.1319600944047762,0.3198929296348078,0.7121252470508899,0.6871664855487541,0.0864465560645121,0.7736130416132664,2.899452897362813,0.0966033670447475,27.13884642332384,25.999077489254887,0.0080443559888192,0.2229847957777171,0.8882560771154537,6.9,6.3862,17796747.0392,12978.7686,1371220,0.5081,55.5,114.9221,AAA
